tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn
38,2020-10-25,75,Female,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.0,759.89,70.6,22,3,2,0,20.0,Loyal,60.5,No
72,2017-12-14,327,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.0,1512.17,92.9,20,0,1,0,21.0,Veteran,88.8,No
18,2022-06-22,293,Male,1,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.18,1707.08,74.2,23,4,4,0,94.84,Regular,53.9,No
6,2023-06-29,150,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,62.52,375.06,70.1,20,0,1,2,62.51,New,51.7,No
10,2023-02-02,359,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),98.14,985.24,75.3,18,4,4,0,98.52,New,48.5,Yes
35,2021-01-03,193,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,57.42,2015.6,56.4,13,5,6,1,57.59,Loyal,38.1,No
35,2021-01-13,361,Male,1,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.6,2718.47,51.2,12,4,5,0,77.67,Loyal,46.8,No
9,2023-03-18,18,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,181.61,53.6,12,3,6,0,20.18,New,42.4,No
51,2019-09-07,216,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.88,2905.22,93.6,21,0,4,0,56.97,Veteran,75.0,No
3,2023-09-02,26,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.16,96.83,26.1,17,4,3,0,32.28,New,30.2,Yes
39,2020-09-27,94,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,78.06,3039.12,106.0,19,2,7,2,77.93,Loyal,56.4,No
22,2022-02-28,303,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),90.96,1991.63,103.2,16,6,6,1,90.53,Regular,46.1,Yes
5,2023-07-23,0,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.26,155.2,48.3,11,2,2,0,31.04,New,46.0,No
40,2020-08-22,285,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,975.57,74.5,21,1,3,0,24.39,Loyal,69.7,No
44,2020-04-05,237,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.82,4073.98,60.1,11,2,3,2,92.59,Loyal,52.0,No
23,2022-01-15,33,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,107.23,2466.05,87.8,18,3,3,1,107.22,Regular,54.3,No
55,2019-05-08,359,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.59,5266.2,96.4,19,3,3,0,95.75,Veteran,65.3,No
30,2021-06-11,322,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),56.73,1704.25,59.2,15,1,2,0,56.81,Loyal,61.9,No
11,2023-01-10,200,Female,1,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,72.44,796.97,54.1,10,4,5,0,72.45,New,34.3,Yes
68,2018-04-04,145,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,1359.74,73.9,21,1,1,2,20.0,Veteran,72.3,No
67,2018-05-15,192,Male,0,Yes,Yes,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),81.47,5458.85,74.5,23,4,5,1,81.48,Veteran,64.7,No
3,2023-09-08,22,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),67.41,200.42,67.8,15,2,5,1,66.81,New,42.4,No
68,2018-04-24,15,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,110.04,7483.87,58.2,17,4,7,0,110.06,Veteran,56.6,No
53,2019-07-25,175,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.92,5138.82,84.8,24,3,2,2,96.96,Veteran,69.3,No
4,2023-08-15,22,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,78.77,69.4,13,3,3,0,19.69,New,52.8,No
30,2021-06-04,297,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,599.53,58.1,22,2,3,0,19.98,Loyal,56.0,No
1,2023-11-30,0,Female,1,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.9,23.54,83.5,22,3,3,0,23.54,New,50.2,No
36,2020-12-16,333,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.87,1292.1,104.5,19,1,1,1,35.89,Loyal,72.4,No
66,2018-06-25,362,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.93,7182.57,46.7,17,4,6,2,108.83,Veteran,45.4,No
17,2022-07-06,42,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),88.33,1499.0,69.3,18,4,6,1,88.18,Regular,35.0,Yes
29,2021-07-17,173,Female,0,No,No,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.69,2075.99,76.8,22,2,4,1,71.59,Loyal,59.9,No
9,2023-04-01,339,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.82,187.32,48.0,16,1,3,2,20.81,New,46.8,No
32,2021-05-01,10,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,78.24,2513.47,60.2,12,4,8,1,78.55,Loyal,44.8,Yes
55,2019-05-13,317,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),64.97,3569.73,60.8,16,3,5,0,64.9,Veteran,56.8,No
8,2023-04-26,145,Male,1,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.14,436.37,73.7,17,0,1,1,54.55,New,55.6,Yes
33,2021-03-31,195,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.89,3100.16,27.6,8,2,1,1,93.94,Loyal,44.5,Yes
16,2022-08-27,46,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,93.52,1491.66,66.8,13,3,3,0,93.23,Regular,50.4,No
50,2019-10-27,124,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,100.65,5034.02,94.4,18,2,2,0,100.68,Veteran,76.9,No
46,2020-02-20,350,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),106.0,4881.26,45.6,20,3,3,0,106.11,Loyal,52.3,No
46,2020-02-09,338,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,920.04,50.7,15,1,1,1,20.0,Loyal,59.0,No
18,2022-06-07,51,Female,1,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),75.9,1371.56,64.2,16,2,4,0,76.2,Regular,56.4,Yes
37,2020-11-15,205,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.99,3399.37,67.7,17,5,8,1,91.87,Loyal,50.5,Yes
42,2020-06-03,43,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,86.08,3611.13,83.8,18,4,4,0,85.98,Loyal,62.1,No
44,2020-04-08,361,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),62.31,2745.56,87.3,22,1,2,0,62.4,Loyal,72.0,No
35,2021-01-26,167,Female,0,No,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,68.26,2388.13,67.5,18,0,2,1,68.23,Loyal,68.5,No
61,2018-11-09,94,Female,0,No,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,69.77,4259.38,54.0,14,2,6,0,69.83,Veteran,67.6,No
9,2023-03-27,197,Male,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.18,281.09,78.6,22,2,4,0,31.23,New,59.4,Yes
2,2023-10-04,2,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,38.73,55.8,11,2,5,0,19.36,New,38.4,No
69,2018-03-07,261,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.89,2406.79,78.6,16,3,3,0,34.88,Veteran,74.0,No
2,2023-10-31,8,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.49,144.4,81.9,19,3,3,2,72.2,New,51.2,No
64,2018-08-26,134,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.89,6275.84,87.9,21,2,1,1,98.06,Veteran,80.1,No
38,2020-10-18,276,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.2,1225.5,47.3,19,1,2,0,32.25,Loyal,66.5,No
65,2018-07-10,327,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1709.06,102.5,18,1,3,0,26.29,Veteran,76.4,No
34,2021-02-14,74,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),56.95,1935.67,33.5,15,1,3,1,56.93,Loyal,52.9,No
57,2019-03-30,218,Female,0,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,51.29,2924.24,53.9,5,4,3,1,51.3,Veteran,43.5,No
48,2019-12-13,112,Male,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,94.51,4538.34,61.9,11,4,7,2,94.55,Loyal,47.1,Yes
31,2021-05-13,17,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,100.37,3102.97,53.3,17,2,3,1,100.1,Loyal,48.6,Yes
17,2022-07-05,93,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.5,1694.52,105.6,20,2,2,1,99.68,Regular,66.4,No
0,2023-12-24,19,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,92.52,0.0,81.2,21,6,6,1,92.52,New,36.3,Yes
9,2023-04-01,285,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.47,769.69,58.0,19,3,7,0,85.52,New,39.1,No
68,2018-04-10,171,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.48,1662.73,44.3,19,2,6,0,24.45,Veteran,54.2,No
10,2023-02-09,198,Male,0,Yes,Yes,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.0,785.18,56.2,10,2,3,0,78.52,New,49.8,Yes
51,2019-09-16,160,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,73.56,3746.09,90.5,16,0,2,1,73.45,Veteran,77.2,No
29,2021-07-12,98,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.32,791.52,64.9,17,3,5,0,27.29,Loyal,52.7,No
12,2022-12-26,165,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),66.08,789.67,47.4,15,0,0,1,65.81,New,53.9,No
72,2017-12-28,55,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.91,7043.93,52.8,18,3,3,2,97.83,Veteran,54.0,No
1,2023-11-19,25,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.31,66.46,32.1,11,5,4,1,66.46,New,26.0,No
36,2020-12-05,57,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),58.52,2105.55,73.6,15,3,3,0,58.49,Loyal,53.3,No
25,2021-11-15,19,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.52,511.65,60.3,8,2,1,0,20.47,Loyal,53.4,No
3,2023-09-12,0,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.52,140.16,74.5,25,3,3,0,46.72,New,56.2,No
8,2023-04-03,22,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.77,164.72,84.0,21,1,1,1,20.59,New,62.4,No
46,2020-02-21,142,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.55,2049.88,51.3,17,1,3,0,44.56,Loyal,61.8,No
4,2023-08-18,2,Male,1,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),93.94,379.75,83.2,21,5,7,1,94.94,New,43.5,Yes
55,2019-05-12,210,Male,0,Yes,No,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,75.13,4120.25,88.5,20,2,1,0,74.91,Veteran,67.7,No
40,2020-08-27,219,Male,1,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.8,3222.57,62.3,21,2,2,0,80.56,Loyal,55.0,No
3,2023-09-19,13,Female,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.08,214.39,52.2,19,3,4,1,71.46,New,36.1,No
11,2023-01-15,49,Female,0,No,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.94,721.33,89.9,22,0,2,0,65.58,New,63.2,No
5,2023-07-23,8,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.71,235.77,67.5,13,1,3,1,47.15,New,47.5,No
55,2019-05-26,157,Female,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),67.27,3698.1,59.5,17,2,2,0,67.24,Veteran,70.9,No
32,2021-04-18,325,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,640.91,78.1,17,2,4,1,20.03,Loyal,63.9,No
0,2023-12-05,27,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,86.81,0.0,57.8,12,3,5,0,86.81,New,40.7,Yes
32,2021-04-19,49,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.03,769.88,48.0,22,0,2,0,24.06,Loyal,66.1,No
27,2021-09-06,25,Male,1,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.69,1505.37,74.1,22,0,1,0,55.75,Loyal,70.4,No
41,2020-07-11,169,Female,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.13,1073.93,73.5,20,0,2,2,26.19,Loyal,62.3,No
1,2023-11-28,9,Male,1,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,61.96,64.52,62.2,16,2,4,1,64.52,New,46.6,Yes
1,2023-11-04,12,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),89.55,80.73,51.4,14,4,6,1,80.73,New,31.3,Yes
16,2022-08-14,142,Female,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,320.84,88.7,22,3,4,0,20.05,Regular,59.0,No
45,2020-03-15,351,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),101.7,4579.89,84.8,21,4,6,1,101.78,Loyal,57.2,No
43,2020-05-12,86,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,110.94,4762.85,70.1,15,3,6,0,110.76,Loyal,56.2,No
11,2023-01-30,31,Female,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.06,655.66,44.2,14,2,1,0,59.61,New,48.6,No
8,2023-04-25,57,Male,0,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.28,506.37,48.7,10,0,0,0,63.3,New,59.7,No
45,2020-03-09,226,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,87.84,3952.52,82.2,21,3,3,0,87.83,Loyal,57.0,No
1,2023-11-13,2,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.6,22.39,61.7,7,2,3,0,22.39,New,46.0,No
34,2021-02-19,350,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,83.19,2826.59,69.2,17,3,3,1,83.14,Loyal,51.1,No
22,2022-02-17,279,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.69,655.25,91.6,15,1,2,0,29.78,Regular,62.1,No
9,2023-03-15,193,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.38,662.53,82.1,22,0,2,1,73.61,New,62.7,No
30,2021-06-17,266,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.35,641.15,46.1,13,3,4,1,21.37,Loyal,43.0,No
8,2023-04-19,22,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.8,748.07,43.3,10,3,4,0,93.51,New,39.0,Yes
34,2021-02-14,340,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.12,2899.44,57.6,10,3,6,0,85.28,Loyal,47.1,Yes
5,2023-07-24,27,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,98.72,73.2,23,2,5,2,19.74,New,43.7,No
20,2022-04-15,68,Female,1,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,74.38,1481.16,34.1,20,2,1,0,74.06,Regular,46.2,No
30,2021-06-11,108,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),96.31,2894.41,48.7,11,2,4,0,96.48,Loyal,51.4,No
1,2023-11-10,8,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.58,28.01,38.8,21,1,0,0,28.01,New,48.4,No
38,2020-10-13,197,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.57,2225.97,47.7,15,4,5,1,58.58,Loyal,46.5,No
51,2019-09-18,358,Female,0,No,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.25,4600.51,74.0,17,2,3,1,90.21,Veteran,62.7,No
68,2018-04-13,145,Female,0,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,72.41,4925.2,92.2,24,1,5,1,72.43,Veteran,83.0,No
8,2023-04-11,214,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.66,725.09,81.8,17,4,10,3,90.64,New,30.6,Yes
8,2023-04-23,1,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,69.52,560.43,74.3,19,2,3,0,70.05,New,53.4,No
12,2022-12-17,329,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.97,347.41,82.0,16,0,1,1,28.95,New,61.4,No
63,2018-09-11,304,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,83.37,5255.58,86.0,21,5,5,0,83.42,Veteran,69.5,No
21,2022-03-13,297,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.48,1333.55,76.8,23,4,6,0,63.5,Regular,53.4,No
11,2023-01-17,275,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.99,1100.05,53.6,11,2,5,1,100.0,New,43.6,Yes
50,2019-10-24,116,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,93.26,4658.0,99.1,16,3,2,0,93.16,Veteran,75.8,No
1,2023-11-04,23,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.3,61.08,70.4,11,1,2,0,61.08,New,52.3,No
33,2021-03-16,121,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,658.64,65.1,10,3,5,1,19.96,Loyal,55.6,No
24,2021-12-15,245,Female,0,No,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,86.38,2081.98,88.2,20,3,3,1,86.75,Regular,60.0,No
40,2020-08-17,246,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,798.01,38.7,14,1,0,0,19.95,Loyal,57.1,No
49,2019-11-09,314,Male,0,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.54,4337.43,81.8,15,4,3,2,88.52,Veteran,52.4,No
13,2022-11-22,201,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.95,699.33,83.6,16,2,2,1,53.79,Regular,58.3,Yes
41,2020-07-03,124,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),71.79,2943.59,42.6,10,2,3,0,71.79,Loyal,47.4,No
31,2021-05-31,140,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.79,1479.74,92.3,21,2,3,0,47.73,Loyal,59.0,No
5,2023-08-01,15,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.48,384.14,75.4,15,3,6,1,76.83,New,45.8,Yes
62,2018-10-16,17,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,1240.51,102.5,16,3,3,0,20.01,Veteran,72.6,No
51,2019-09-06,239,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.65,3703.76,38.8,23,1,1,0,72.62,Veteran,66.1,No
65,2018-08-01,8,Female,0,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.85,3959.06,82.1,19,3,4,0,60.91,Veteran,68.7,No
48,2019-12-11,169,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.75,3827.62,59.7,17,2,1,0,79.74,Loyal,62.2,No
9,2023-03-22,35,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.13,180.18,60.1,16,4,7,0,20.02,New,41.5,No
23,2022-01-30,82,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.76,1813.11,47.5,14,2,6,1,78.83,Regular,47.3,Yes
19,2022-05-21,147,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),59.13,1124.34,80.0,25,0,0,1,59.18,Regular,73.3,No
1,2023-11-12,19,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.05,114.81,50.4,16,4,5,1,114.81,New,30.2,Yes
21,2022-03-13,10,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.73,2419.52,66.1,13,3,3,0,115.22,Regular,52.3,Yes
15,2022-09-06,286,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.4,423.99,69.9,15,2,5,0,28.27,Regular,47.4,No
0,2023-12-02,15,Female,0,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),78.49,0.0,87.9,16,3,6,1,78.49,New,43.1,No
