tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
7,2023-05-30,201,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.0,612.68,63.0,11,3,5,0,87.53,New,45.4,Yes,3,Loyal Mid-tier,0.67972875,65,1811.1339390277863
5,2023-07-18,29,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.44,287.97,47.5,19,2,3,0,57.59,New,48.3,No,0,Loyal Mid-tier,0.455193,67,2133.1807449531557
46,2020-02-08,306,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.53,5031.91,83.0,18,6,5,1,109.39,Loyal,52.7,No,1,Veteran Champion,0.14645585,26,2430.7058627200126
40,2020-08-27,317,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,92.13,3686.75,89.4,19,3,4,0,92.17,Loyal,63.3,No,1,Veteran Champion,0.09861754,32,2657.419672851562
67,2018-05-21,46,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,87.37,5856.93,92.7,19,3,3,0,87.42,Veteran,68.1,No,1,Veteran Champion,0.016148888,5,429.79536822736264
16,2022-08-11,314,Male,1,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.4,1000.65,81.5,16,2,3,0,62.54,Regular,59.1,Yes,0,Loyal Mid-tier,0.16230148,56,2927.2537055969237
5,2023-07-19,18,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,103.12,516.3,27.0,25,4,4,0,103.26,New,49.0,No,3,Loyal Mid-tier,0.6197054,67,2627.4707482099534
4,2023-08-06,23,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.86,464.59,75.9,12,6,7,1,116.15,New,32.5,Yes,3,Loyal Mid-tier,0.8926796,68,845.5218447589874
7,2023-05-28,325,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.35,350.34,72.6,25,4,7,1,50.05,New,43.1,Yes,3,Loyal Mid-tier,0.7272741,65,892.5636242479086
36,2020-12-22,352,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,109.56,3937.34,89.3,18,3,4,1,109.37,Loyal,56.1,No,1,Veteran Champion,0.24557151,36,2975.58673582077
5,2023-07-08,11,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.82,169.2,48.8,15,4,4,0,33.84,New,41.5,Yes,3,Loyal Mid-tier,0.38078886,67,1444.582430640459
55,2019-05-25,53,Male,1,Yes,No,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.75,5318.69,81.9,20,3,3,1,96.7,Veteran,64.2,No,1,Veteran Champion,0.13239738,17,1426.9893545508385
25,2021-11-15,354,Female,1,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),63.66,1583.88,75.4,26,1,2,1,63.36,Loyal,62.6,No,0,Loyal Mid-tier,0.017379126,47,2940.021369985342
25,2021-11-04,68,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.07,2127.36,84.1,21,3,4,0,85.09,Loyal,61.0,No,1,Veteran Champion,0.32263887,47,2708.286235324144
16,2022-08-25,10,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.83,413.13,54.9,15,1,3,1,25.82,Regular,54.6,No,0,Loyal Mid-tier,0.124607995,56,1266.2370487260819
11,2023-01-22,307,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,81.86,900.67,47.3,14,3,3,0,81.88,New,44.0,No,3,Loyal Mid-tier,0.30763614,61,3457.291231482029
68,2018-04-08,301,Female,0,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),60.05,4084.56,109.5,14,3,6,0,60.07,Veteran,74.7,No,1,Veteran Champion,0.0061667794,4,238.71874517202377
4,2023-08-31,8,Female,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.95,87.67,54.3,13,1,3,0,21.92,New,48.5,No,0,Loyal Mid-tier,0.21538588,68,1171.1149849891663
29,2021-07-19,268,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,579.19,54.2,20,2,2,0,19.97,Loyal,60.7,No,0,Loyal Mid-tier,0.01678036,43,845.5688762664795
59,2019-01-09,6,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,1179.11,83.1,19,0,6,0,19.98,Veteran,75.0,No,2,Veteran Champion,0.005525147,13,258.56345534324646
41,2020-07-12,199,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,820.44,78.5,17,1,0,0,20.01,Loyal,71.7,No,2,Veteran Champion,0.0031931843,31,618.0202162265778
19,2022-05-18,70,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.9,1468.06,56.3,11,1,3,2,77.27,Regular,46.9,Yes,0,Loyal Mid-tier,0.5120915,53,1988.568602335453
65,2018-07-18,27,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,106.55,6927.06,80.9,24,2,4,0,106.57,Veteran,69.2,No,1,Veteran Champion,0.052322105,7,706.8255694180727
46,2020-02-22,340,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,83.82,3856.48,68.6,8,2,2,1,83.84,Loyal,61.7,No,1,Veteran Champion,0.008485006,26,2160.828427941799
40,2020-08-05,212,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,88.41,3536.23,91.4,16,3,4,0,88.41,Loyal,65.6,No,1,Veteran Champion,0.07558956,32,2615.2681273269654
1,2023-11-10,16,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.88,69.3,66.5,10,1,1,2,69.3,New,43.5,No,0,Loyal Mid-tier,0.32005876,71,3470.06650406599
42,2020-06-02,89,Male,0,No,No,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.48,3543.39,37.3,15,4,5,1,84.37,Loyal,42.3,Yes,3,Loyal Mid-tier,0.44242752,30,1413.111703491211
22,2022-02-20,358,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),97.45,2150.71,87.1,22,3,3,0,97.76,Regular,60.9,No,1,Veteran Champion,0.060089853,50,4579.712319970131
69,2018-03-06,36,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.04,6907.49,104.8,18,3,4,0,100.11,Veteran,73.2,No,1,Veteran Champion,0.058041602,3,282.7005632400513
0,2023-12-27,14,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),101.5,0.0,60.6,9,5,7,1,101.5,New,24.5,Yes,3,Loyal Mid-tier,0.8936751,72,777.0224504470825
26,2021-10-25,359,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.09,2893.96,60.1,24,2,5,3,111.31,Loyal,45.4,Yes,3,Loyal Mid-tier,0.8282757,46,877.535313835144
19,2022-05-15,19,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.92,1399.53,60.2,17,0,2,1,73.66,Regular,60.6,No,0,Loyal Mid-tier,0.05793206,53,3690.7960188102725
33,2021-03-07,146,Male,1,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.21,1818.16,50.1,15,3,3,0,55.1,Loyal,47.4,No,0,Loyal Mid-tier,0.5886871,39,885.6347760647535
20,2022-04-03,118,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.7,2178.6,56.1,9,2,2,0,108.93,Regular,47.1,No,0,Loyal Mid-tier,0.39670986,52,3410.0371908903126
40,2020-08-13,48,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,103.6,4139.0,64.9,17,3,4,1,103.48,Loyal,56.1,No,1,Veteran Champion,0.080999695,32,3046.6698860168453
6,2023-07-02,310,Female,0,No,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,76.43,452.48,64.1,23,2,1,0,75.41,New,52.7,Yes,0,Loyal Mid-tier,0.14910367,66,4292.244572839737
19,2022-05-20,329,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.11,1682.74,83.8,18,6,7,1,88.57,Regular,34.2,Yes,3,Loyal Mid-tier,0.958462,53,193.97539903879166
15,2022-10-01,92,Female,0,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.5,1176.99,87.6,20,1,4,1,78.47,Regular,56.5,No,0,Loyal Mid-tier,0.14594236,57,3821.481042802334
53,2019-07-15,316,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,76.61,4057.09,90.8,23,3,3,0,76.55,Veteran,69.2,No,1,Veteran Champion,0.007594296,19,1444.535831210017
49,2019-11-24,269,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,86.24,4226.72,136.0,15,2,2,0,86.26,Veteran,85.6,No,2,Veteran Champion,0.004347046,23,1974.897586297989
29,2021-07-03,88,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,579.02,44.8,18,3,6,1,19.97,Loyal,40.8,Yes,0,Loyal Mid-tier,0.71252686,43,247.22690224647522
19,2022-06-01,81,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,46.55,882.18,63.2,13,3,3,0,46.43,Regular,55.3,No,0,Loyal Mid-tier,0.054495454,53,2332.7015410721297
55,2019-05-03,94,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),73.07,4024.71,44.9,22,1,2,1,73.18,Veteran,62.9,No,2,Veteran Champion,0.0042554555,17,1236.9038932317494
24,2021-12-31,110,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,76.52,1836.4,110.0,22,1,0,0,76.52,Regular,74.1,No,2,Veteran Champion,0.0067120157,48,3648.3070210647584
34,2021-02-16,64,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.56,1309.84,31.5,15,1,3,0,38.52,Loyal,54.1,No,0,Loyal Mid-tier,0.11661642,38,1294.4042805290223
6,2023-06-18,319,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),96.82,586.75,74.7,24,4,6,0,97.79,New,48.0,No,3,Loyal Mid-tier,0.69863915,66,1925.7319664669037
60,2018-12-25,123,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1198.82,100.6,18,0,1,0,19.98,Veteran,83.9,No,2,Veteran Champion,0.00074624724,12,239.8208999633789
70,2018-02-11,212,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.0,1399.2,61.7,17,2,1,0,19.99,Veteran,68.3,No,2,Veteran Champion,0.0014087283,2,39.943649768829346
55,2019-06-01,324,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,68.91,3790.76,74.7,22,0,7,0,68.92,Veteran,68.5,No,1,Veteran Champion,0.00808752,17,1161.995717829466
40,2020-08-22,88,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,58.54,2344.22,79.7,16,2,2,0,58.61,Loyal,68.8,No,2,Veteran Champion,0.0035365399,32,1866.6551033401488
5,2023-07-27,2,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.57,432.81,52.0,18,4,7,0,86.56,New,39.3,No,3,Loyal Mid-tier,0.88180023,67,685.5810989123582
70,2018-02-21,329,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.03,5533.46,83.6,29,1,4,1,79.05,Veteran,75.4,No,1,Veteran Champion,0.009920552,2,156.49195984721183
7,2023-05-06,73,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.4,589.9,20.6,14,4,4,0,84.27,New,34.5,Yes,3,Loyal Mid-tier,0.92671514,65,402.04076623916626
41,2020-07-11,305,Male,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.07,1112.69,61.3,16,5,5,1,27.14,Loyal,45.9,No,3,Loyal Mid-tier,0.26832497,31,613.9997339189052
42,2020-06-07,322,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,840.66,83.5,20,1,1,0,20.02,Loyal,67.9,No,2,Veteran Champion,0.0053284233,30,596.8029499053955
45,2020-03-07,252,Female,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,75.49,3402.11,59.0,11,1,1,0,75.6,Loyal,62.6,No,2,Veteran Champion,0.024546642,27,1988.1983361339567
65,2018-07-30,84,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.24,4567.73,68.3,21,2,2,0,70.27,Veteran,71.3,No,2,Veteran Champion,0.008540797,7,487.4806549549102
45,2020-03-07,223,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),78.04,3515.56,46.2,13,4,5,2,78.12,Loyal,43.2,No,3,Loyal Mid-tier,0.14692482,27,1797.4975800561908
15,2022-09-07,133,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.15,1328.61,73.8,18,3,4,1,88.57,Regular,50.7,Yes,3,Loyal Mid-tier,0.7106305,57,1453.9516394287348
20,2022-04-10,308,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),77.59,1545.27,65.9,15,1,3,0,77.26,Regular,56.7,No,0,Loyal Mid-tier,0.02933206,52,3916.3345978307725
9,2023-03-08,80,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.18,183.03,52.4,13,2,6,1,20.34,New,34.2,Yes,0,Loyal Mid-tier,0.24447334,63,960.5312663054466
20,2022-04-22,226,Male,1,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.15,1875.46,91.2,18,2,5,2,93.77,Regular,62.5,No,1,Veteran Champion,0.39268994,52,2973.2685755252837
63,2018-09-25,297,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,92.23,5809.92,70.9,16,4,5,0,92.22,Veteran,61.4,No,1,Veteran Champion,0.08129048,9,762.5932083821297
2,2023-10-12,17,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,40.29,73.6,24,1,3,0,20.14,New,59.8,No,0,Loyal Mid-tier,0.029432513,70,1358.7944507598877
3,2023-09-06,14,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.76,97.51,44.5,10,2,4,3,32.5,New,34.3,No,0,Loyal Mid-tier,0.6489939,69,769.2087872743607
6,2023-06-06,143,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,83.04,491.9,42.5,12,3,2,0,81.98,New,46.1,No,0,Loyal Mid-tier,0.5277432,66,2588.2693969345096
29,2021-07-24,63,Female,1,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,74.25,2146.36,64.3,17,1,3,1,74.01,Loyal,62.2,Yes,0,Loyal Mid-tier,0.07615669,43,2949.6007732897997
10,2023-02-14,66,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,98.26,980.29,40.9,14,4,3,3,98.03,New,32.4,Yes,3,Loyal Mid-tier,0.9508857,62,299.210129506588
41,2020-07-11,239,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,81.62,3348.81,36.0,16,1,1,0,81.68,Loyal,54.7,No,0,Loyal Mid-tier,0.015803559,31,2490.2334771585465
32,2021-04-05,235,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.71,2834.84,87.7,21,2,2,0,88.59,Loyal,64.4,No,2,Veteran Champion,0.17572892,40,2924.8435104846953
11,2023-01-27,79,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.97,909.44,56.4,22,3,4,0,82.68,New,46.4,Yes,3,Loyal Mid-tier,0.7370383,61,1330.8937945991754
46,2020-02-29,21,Female,0,No,No,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),66.92,3082.12,54.5,14,1,0,0,67.0,Loyal,65.9,No,2,Veteran Champion,0.012447673,26,1718.2620757627487
6,2023-06-21,320,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.74,504.37,69.6,15,5,6,1,84.06,New,32.4,Yes,3,Loyal Mid-tier,0.9056817,66,527.5069970083237
41,2020-07-08,202,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.43,3832.81,73.6,20,4,7,0,93.48,Loyal,61.0,Yes,1,Veteran Champion,0.26771304,31,2120.944604210854
5,2023-07-31,2,Male,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.96,255.66,89.5,16,4,4,1,51.13,New,52.2,No,3,Loyal Mid-tier,0.40255347,67,2079.902661252022
41,2020-07-20,50,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,78.24,3205.57,90.1,21,2,2,1,78.18,Loyal,70.7,No,2,Veteran Champion,0.0032254616,31,2417.6168748664854
48,2019-12-18,51,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,959.36,77.1,12,3,3,1,19.99,Loyal,62.6,No,2,Veteran Champion,0.053530954,24,454.3051528930664
9,2023-03-13,201,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.94,892.83,41.0,17,3,4,0,99.2,New,39.8,No,3,Loyal Mid-tier,0.7831717,63,1337.8782308399677
67,2018-05-22,162,Male,1,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.59,5400.47,102.2,20,4,5,0,80.6,Veteran,75.2,No,1,Veteran Champion,0.021051016,5,394.4675037294627
42,2020-06-04,212,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),107.48,4508.13,95.8,15,3,4,0,107.34,Loyal,66.9,No,1,Veteran Champion,0.04176765,30,3089.724367403984
27,2021-09-20,352,Female,0,No,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),60.65,1638.55,45.0,7,1,0,1,60.69,Loyal,54.6,No,0,Loyal Mid-tier,0.0280637,45,2652.6571071892977
44,2020-04-10,132,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,78.85,3461.93,63.7,16,3,2,0,78.68,Loyal,67.4,No,1,Veteran Champion,0.02875281,28,2144.319559764862
9,2023-03-05,325,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.2,609.53,45.1,20,2,1,0,67.73,New,50.5,No,0,Loyal Mid-tier,0.28123677,63,3042.9560199737552
8,2023-04-21,40,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.21,258.68,97.8,26,2,4,0,32.34,New,56.5,No,0,Loyal Mid-tier,0.07880589,64,1898.986317138672
66,2018-06-03,48,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.28,4575.27,60.4,11,2,2,0,69.32,Veteran,65.5,No,2,Veteran Champion,0.002932971,6,414.4608247947693
38,2020-10-04,197,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,85.71,3257.55,79.4,18,4,3,0,85.72,Loyal,57.8,No,1,Veteran Champion,0.048031844,34,2774.1684164106846
63,2018-09-24,271,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.0,5475.82,73.8,24,3,4,1,86.92,Veteran,66.1,No,1,Veteran Champion,0.07383137,9,725.1900299191475
63,2018-09-03,163,Male,0,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.0,4726.41,90.2,20,3,6,0,75.02,Veteran,75.0,No,1,Veteran Champion,0.011722848,9,667.0870676636696
22,2022-02-11,8,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,54.75,1197.55,82.9,25,5,8,1,54.43,Regular,45.3,No,3,Loyal Mid-tier,0.35049614,50,1778.0167266726494
6,2023-06-29,350,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.79,192.54,85.8,23,0,0,0,32.09,New,66.6,No,0,Loyal Mid-tier,0.024496246,66,2046.7434226977823
35,2021-01-28,296,Male,0,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,78.74,2761.73,96.2,23,0,1,0,78.91,Loyal,80.9,No,2,Veteran Champion,0.013081812,37,2875.2677775144575
51,2019-09-04,33,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.86,1216.89,79.2,21,0,5,0,23.86,Veteran,69.9,No,2,Veteran Champion,0.001958642,21,500.0785896956921
50,2019-10-05,159,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.98,4197.06,81.0,21,3,5,0,83.94,Veteran,59.1,No,1,Veteran Champion,0.2463558,22,1392.4029298496248
6,2023-06-13,248,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.47,511.04,62.1,13,2,2,1,85.17,New,52.6,No,0,Loyal Mid-tier,0.31995434,66,3836.151193288564
14,2022-10-05,314,Male,1,No,Yes,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,67.25,939.88,86.4,18,0,4,1,67.13,Regular,62.9,No,0,Loyal Mid-tier,0.07173051,58,3620.715206205845
20,2022-04-25,353,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.94,1800.39,97.9,18,3,5,0,90.02,Regular,56.6,No,3,Loyal Mid-tier,0.47993833,52,2432.2660312986372
43,2020-05-08,128,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,111.0,4763.44,78.3,21,4,6,5,110.78,Loyal,41.7,Yes,1,Veteran Champion,0.7935588,29,664.5342988371849
64,2018-08-21,203,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,72.45,4635.82,52.2,15,2,3,0,72.43,Veteran,68.2,No,1,Veteran Champion,0.0068340744,8,575.6389615774154
33,2021-03-16,0,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.1,2412.48,41.3,9,7,5,2,73.11,Loyal,27.8,Yes,3,Loyal Mid-tier,0.89415157,39,301.7632936120033
68,2018-04-22,235,Female,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.02,3816.02,65.6,17,1,2,0,56.12,Veteran,73.6,No,2,Veteran Champion,0.0045030606,4,223.0709517812729
65,2018-07-05,355,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,97.37,6328.32,78.5,24,3,3,0,97.36,Veteran,70.4,No,1,Veteran Champion,0.01278134,7,672.8783787363768
39,2020-09-18,192,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.15,863.35,76.5,23,2,6,1,22.14,Loyal,63.5,No,0,Loyal Mid-tier,0.014952212,33,720.0207020044326
32,2021-04-27,359,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),96.95,3102.9,54.3,14,2,3,0,96.97,Loyal,56.6,No,1,Veteran Champion,0.05187707,40,3676.8206783533096
37,2020-11-18,251,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.98,2287.7,65.3,12,4,7,0,61.83,Loyal,44.4,No,3,Loyal Mid-tier,0.28754497,35,1545.5287058115005
